Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[0]	DS_Pr[1]	DS_Pr[2]	DS_Pr[3]	MV_Pr[0]	MV_Pr[1]	MV_Pr[2]	MV_Pr[3]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
225	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.5556	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	100.00%	100.00%	100.00%	100.00%	0.00%	40.09%
226	1	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.2222	0.1111	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
227	3	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.3333	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
228	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.4444	0.3333	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.8889	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-19.82%
229	2	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.3333	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
23	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.3333	0.0000	0.4444	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	1.0000	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-34.80%
230	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.4444	0.1111	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	-4.84%
231	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.2222	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
232	1	2	3	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.1111	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
233	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.4444	0.2222	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-4.84%
234	2	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
235	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.5556	0.2222	0.0000	0.7499	0.5926	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.4444	0.00%	40.09%	-1.08%	20.12%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	40.09%
236	3	2	3	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.3333	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	1.0000	0.7472	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	-34.80%	-0.73%	10.13%
237	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	10.13%
238	3	2	3	2	0	0.2462	0.2429	0.2582	0.2528	0.4286	0.0000	0.1429	0.4286	0.7499	0.6122	0.7418	0.5714	0.7418	0.5714	0.7499	0.7418	1.0000	0.0000	1.0000	1.0000	0.7472	0.5714	0.00%	22.97%	-1.08%	17.47%	0.00%	22.97%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	22.97%
239	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.5556	0.0000	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.4444	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	100.00%	100.00%	100.00%	100.00%	0.00%	40.09%
24	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.1111	0.3333	0.1111	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
240	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.5556	0.0000	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.8889	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-19.82%
241	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.4444	0.2222	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	25.11%
242	3	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.0000	0.5556	0.2222	0.2222	0.7499	0.5926	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	40.09%	-1.08%	20.12%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
243	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.2222	0.1111	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.8889	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-19.82%
244	0	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.1111	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-4.84%
245	3	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.0000	0.5556	0.3333	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.6667	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	10.13%
246	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.4444	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
247	0	2	3	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.2222	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	10.13%
248	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.3333	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
249	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.0000	0.1111	0.3333	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.8889	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-19.82%
25	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.5556	0.0000	0.2222	0.7499	0.5926	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.4444	0.00%	40.09%	-1.08%	20.12%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	40.09%
250	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.2222	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.8889	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	-19.82%
251	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.2222	0.5556	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	40.09%
252	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.4444	0.2222	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	25.11%
253	3	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.3333	0.5556	0.0000	0.1111	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.8889	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-19.82%
254	1	2	1	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.2222	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	1.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	10.13%
255	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.1111	0.2222	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
256	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.4444	0.1111	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-4.84%
257	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.3333	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
258	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.3333	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.8889	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-19.82%
259	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.1111	0.1111	0.3333	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.6667	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	10.13%
26	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.0000	0.2222	0.3333	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	25.11%
260	2	2	3	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.2222	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
261	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.3333	0.0000	0.4444	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	10.13%
262	3	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.3333	0.4444	0.2222	0.0000	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	1.0000	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-34.80%
263	2	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.2222	0.3333	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
264	1	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.2222	0.3333	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
265	1	2	3	2	1	0.2462	0.2429	0.2582	0.2528	0.0000	0.3333	0.3333	0.3333	0.7499	0.6667	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	10.13%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	100.00%	-2.06%	10.13%
266	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.8889	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-19.82%
267	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.0000	0.2222	0.3333	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	25.11%
268	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.4444	0.1111	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
269	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.1111	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
27	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.0000	0.5556	0.2222	0.7499	0.5926	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.4444	0.00%	40.09%	-1.08%	20.12%	0.00%	40.09%	100.00%	100.00%	100.00%	100.00%	0.00%	40.09%
270	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.4444	0.3333	0.0000	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	25.11%
271	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.4444	0.1111	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
272	0	2	3	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.0000	0.3333	0.3333	0.7499	0.6667	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	10.13%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	100.00%	-1.61%	10.13%
273	0	2	3	2	0	0.2462	0.2429	0.2582	0.2528	0.3750	0.2500	0.0000	0.3750	0.7499	0.6563	0.7418	0.6250	0.7418	0.6250	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.6250	0.00%	15.75%	-1.08%	11.54%	0.00%	15.75%	-34.80%	-34.80%	-34.80%	100.00%	-1.62%	15.75%
274	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.0000	0.0000	0.4444	0.7499	0.4938	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.5556	0.00%	40.09%	-1.08%	33.43%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	25.11%
275	2	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
276	1	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.2222	0.3333	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
277	2	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
278	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	10.13%
279	3	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
28	3	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.4444	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
280	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.5556	0.2222	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.8889	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-19.82%
281	3	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.4444	0.1111	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
282	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.3333	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	100.00%	100.00%	100.00%	0.00%	10.13%
283	1	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.4444	0.0000	0.1111	0.7499	0.5926	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	1.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	20.12%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	25.11%
284	0	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.2222	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	-4.84%
285	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.6667	0.1111	0.7499	0.5185	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.3333	0.00%	55.07%	-1.08%	30.10%	0.00%	55.07%	100.00%	100.00%	100.00%	100.00%	0.00%	55.07%
286	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.4444	0.2222	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.8889	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-19.82%
287	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.0000	0.1111	0.5556	0.3333	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.8889	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-19.82%
288	3	2	3	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.1111	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	1.0000	0.7472	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	-34.80%	-0.73%	10.13%
289	1	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.1111	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.6667	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	10.13%
